Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 309.03","Census Tract 309.03, Linn County, Oregon","41043030903","140","00","92","41","043","18",,"030903",5200,5200,2297.587,2.26324407680653,2.263244,2.263244,0,5200,2469,2731,5200,386,375,390,236,384,634,723,584,471,458,429,130,5200,4962,5,45,47,1,18,122,2054,1435,1131,304,84,220,619,226,393,5200,5159,4419,1446,1182,1563,52,0,22,50,104,740,537,82,121,41,41,0,3944,2240,6,2234,2013,221,1704,2234,2013,221,31817,2189,2054,1473,581,5136,667,1081,1748,3388
"Census Tract 309.04","Census Tract 309.04, Linn County, Oregon","41043030904","140","00","92","41","043","18",,"030904",3397,3397,1436.585,2.36463489406129,2.542341,2.364635,0.1777058,3397,1612,1785,3397,217,234,253,136,251,388,467,478,346,313,246,68,3397,3245,2,32,18,1,35,64,1332,961,745,216,64,152,371,141,230,3397,3392,2959,964,733,1077,36,13,8,43,85,433,321,51,61,5,0,5,2706,1667,0,1667,1507,160,1039,1667,1507,160,32547,1394,1332,994,338,3370,366,885,1251,2119
"Census Tract 2","Census Tract 2, Marion County, Oregon","41047000200","140","00","92","41","047","19",,"000200",3626,3626,2992.214,1.21181179217819,1.275019,1.211812,0.06320763,3626,1762,1864,3626,106,84,112,65,1347,382,448,426,232,164,164,96,3626,3097,35,49,217,16,107,105,1180,375,263,112,34,78,805,357,448,3626,2052,1133,393,269,367,19,31,5,0,49,919,694,92,133,1574,122,1452,3303,1874,0,1874,1648,226,1429,1874,1648,226,30024,1316,1180,291,889,2427,609,525,1134,1293
"Census Tract 3","Census Tract 3, Marion County, Oregon","41047000300","140","00","92","41","047","19",,"000300",4979,4979,6243.621,0.797453887817241,0.8624565,0.7974539,0.06500262,4979,2532,2447,4979,446,412,354,237,593,891,862,562,252,179,122,69,4979,3835,69,117,39,54,626,239,1808,1058,690,368,105,263,750,393,357,4979,4976,3917,1076,678,1470,124,126,55,173,215,1059,569,172,318,3,0,3,3689,2501,4,2497,2180,317,1188,2497,2180,317,29719,1943,1808,794,1014,4934,1168,1439,2607,2327
"Census Tract 4","Census Tract 4, Marion County, Oregon","41047000400","140","00","92","41","047","19",,"000400",5388,5388,2639.529,2.04127316419999,2.133051,2.041273,0.09177803,5388,2838,2550,5388,631,459,371,222,792,981,767,482,278,194,151,60,5388,3618,82,139,45,39,1235,230,1820,1230,751,479,161,318,590,344,246,5388,5302,4547,1268,769,1798,51,123,35,236,267,755,416,134,205,86,30,56,3844,2512,0,2512,2046,466,1332,2512,2046,466,27905,1973,1820,599,1221,5318,1748,1449,3197,2121
"Census Tract 5","Census Tract 5, Marion County, Oregon","41047000500","140","00","92","41","047","19",,"000500",8416,8416,5564.932,1.51232747024311,1.512327,1.512327,0,8416,4307,4109,8416,905,835,716,374,1013,1406,1200,897,490,310,206,64,8416,5433,95,166,176,113,2064,369,2659,1873,1275,598,175,423,786,382,404,8416,8367,7258,1900,1351,2865,158,163,43,390,388,1109,556,215,338,49,0,49,5811,3840,0,3840,3281,559,1971,3840,3281,559,29022,2839,2659,1188,1471,8382,2461,2157,4618,3764
"Census Tract 6","Census Tract 6, Marion County, Oregon","41047000600","140","00","92","41","047","19",,"000600",5014,5014,6185.837,0.810561284453828,0.8105613,0.8105613,0,5014,2406,2608,5014,323,364,322,224,520,753,822,761,362,254,219,90,5014,4322,60,118,58,6,281,169,2073,1187,838,349,86,263,886,343,543,5014,4961,3816,1187,876,1435,74,13,22,29,180,1145,686,189,270,53,0,53,3971,2647,0,2647,2500,147,1324,2647,2500,147,35769,2201,2073,1311,762,4976,547,1140,1687,3289
"Census Tract 7","Census Tract 7, Marion County, Oregon","41047000700","140","00","92","41","047","19",,"000700",4462,4462,5579.739,0.799678994651713,0.799679,0.799679,0,4462,2159,2303,4462,464,341,253,146,500,724,562,515,315,263,282,97,4462,3351,57,80,102,21,642,209,1733,999,654,345,97,248,734,301,433,4462,4350,3485,1022,631,1253,92,62,48,106,271,865,594,120,151,112,0,112,3359,2164,0,2164,1872,292,1195,2164,1872,292,28110,1846,1733,818,915,4449,1111,1320,2431,2018
"Census Tract 8","Census Tract 8, Marion County, Oregon","41047000800","140","00","92","41","047","19",,"000800",3388,3388,4820.308,0.702859627148852,0.7028596,0.7028596,0,3388,2803,585,3388,51,56,66,90,350,798,1023,609,197,92,43,13,3388,2512,345,114,50,6,261,100,186,109,57,52,18,34,77,42,35,3428,531,425,119,67,202,31,0,6,0,0,106,106,0,0,2897,2897,0,3209,148,0,148,148,0,3061,148,148,0,16806,206,186,60,126,531,219,150,369,162
"Census Tract 9","Census Tract 9, Marion County, Oregon","41047000900","140","00","92","41","047","19",,"000900",5844,5844,7401.102,0.789612152643178,0.7896122,0.7896122,0,5844,2992,2852,5844,453,443,396,219,817,1010,924,752,378,211,161,80,5844,4497,82,132,64,14,871,184,2248,1194,792,402,110,292,1054,528,526,5804,5649,4272,1239,776,1458,82,147,91,195,284,1377,697,289,391,155,65,90,4503,2946,0,2946,2472,474,1557,2946,2472,474,29350,2438,2248,964,1284,5709,1583,1395,2978,2731
"Census Tract 10","Census Tract 10, Marion County, Oregon","41047001000","140","00","92","41","047","19",,"001000",4065,4065,743.7493,5.46555119174297,5.484185,5.465551,0.01863368,4065,2064,2001,4065,336,340,308,266,441,613,582,428,248,214,224,65,4065,2984,81,96,66,15,622,201,1521,919,572,347,111,236,602,280,322,4065,3870,3131,959,601,1213,73,32,31,64,158,739,454,124,161,195,174,21,2985,1745,0,1745,1565,180,1240,1745,1565,180,26569,1691,1521,693,828,3876,1034,1257,2291,1585
"Census Tract 11","Census Tract 11, Marion County, Oregon","41047001100","140","00","92","41","047","19",,"001100",4479,4479,5013.775,0.893338888056624,0.8933389,0.8933389,0,4479,2103,2376,4479,268,281,256,191,443,615,604,606,407,265,354,189,4479,4058,21,78,53,8,129,132,1903,1123,859,264,75,189,780,307,473,4479,4314,3343,1112,853,939,84,25,30,37,263,971,638,145,188,165,82,83,3590,2365,0,2365,2200,165,1225,2365,2200,165,37106,2010,1903,1062,841,4293,529,724,1253,3040
"Census Tract 12","Census Tract 12, Marion County, Oregon","41047001200","140","00","92","41","047","19",,"001200",3694,3694,4171.093,0.885619161169859,0.8856192,0.8856192,0,3694,1724,1970,3694,207,191,231,163,359,566,551,590,317,224,214,81,3694,3354,28,34,58,9,121,90,1724,896,645,251,54,197,828,353,475,3694,3694,2703,912,741,919,49,0,0,12,70,991,663,142,186,0,0,0,2992,2042,0,2042,1934,108,950,2042,1934,108,40409,1831,1724,900,824,3683,361,452,813,2870
"Census Tract 13","Census Tract 13, Marion County, Oregon","41047001300","140","00","92","41","047","19",,"001300",3829,3829,1452.12,2.63683383861238,2.81418,2.636834,0.1773464,3829,1850,1979,3829,208,203,248,130,422,551,572,692,352,234,150,67,3829,3479,21,17,95,7,87,123,1801,967,745,222,70,152,834,389,445,3829,3823,2812,968,789,876,36,9,36,32,66,1011,663,166,182,6,0,6,3124,2209,0,2209,2092,117,915,2209,2092,117,45016,1918,1801,881,920,3812,285,375,660,3152
"Census Tract 14","Census Tract 14, Marion County, Oregon","41047001400","140","00","92","41","047","19",,"001400",10237,10237,2504.722,4.08708032624089,4.373069,4.08708,0.2859886,10237,4898,5339,10237,725,738,720,438,702,1394,1523,1462,1020,804,571,140,10237,9107,87,119,159,21,371,373,4106,2888,2310,578,164,414,1218,486,732,10237,10223,8726,2907,2224,3010,99,89,73,111,213,1497,984,229,284,14,0,14,7861,5261,0,5261,4938,323,2600,5261,4938,323,46170,4305,4106,2956,1150,10211,639,1810,2449,7762
"Census Tract 15.01","Census Tract 15.01, Marion County, Oregon","41047001501","140","00","92","41","047","19",,"001501",4122,4122,3589.563,1.14832925866838,1.148329,1.148329,0,4122,1972,2150,4122,235,281,361,227,294,450,679,627,359,261,226,122,4122,3759,26,61,58,12,83,123,1608,1130,941,189,55,134,478,157,321,4122,4114,3556,1138,930,1266,32,10,19,43,118,558,402,72,84,8,0,8,3157,2092,6,2086,1939,147,1065,2086,1939,147,50808,1660,1608,1123,485,4117,284,573,857,3260
"Census Tract 15.02","Census Tract 15.02, Marion County, Oregon","41047001502","140","00","92","41","047","19",,"001502",4707,4707,4055.24,1.16072043577036,1.16072,1.16072,0,4707,2316,2391,4707,439,407,354,227,464,743,698,614,333,225,156,47,4707,3940,32,104,60,3,399,169,1663,1244,935,309,86,223,419,184,235,4707,4684,4152,1267,1015,1547,107,27,10,22,157,532,303,96,133,23,0,23,3433,2372,26,2346,2194,152,1061,2346,2194,152,44183,1757,1663,1082,581,4680,475,985,1460,3220
"Census Tract 15.03","Census Tract 15.03, Marion County, Oregon","41047001503","140","00","92","41","047","19",,"001503",5028,5028,5693.384,0.883130346549868,0.8831304,0.8831304,0,5028,2478,2550,5028,512,417,373,233,502,839,730,571,332,224,195,100,5028,3775,21,84,52,20,907,169,1753,1208,808,400,110,290,545,264,281,5028,4940,4265,1236,802,1607,103,91,34,184,208,675,413,110,152,88,88,0,3695,2478,0,2478,2146,332,1217,2478,2146,332,32188,1854,1753,802,951,4924,1038,1301,2339,2585
"Census Tract 16.01","Census Tract 16.01, Marion County, Oregon","41047001601","140","00","92","41","047","19",,"001601",7148,7148,4624.395,1.54571565582543,1.545716,1.545716,0,7148,3501,3647,7148,571,575,540,289,581,963,1013,999,677,478,362,100,7148,5675,59,84,391,23,629,287,2579,1901,1547,354,101,253,678,285,393,7148,7060,6211,1919,1538,2160,24,150,101,117,202,849,532,134,183,88,0,88,5434,3599,7,3592,3352,240,1835,3592,3352,240,45042,2711,2579,1842,737,7109,803,1156,1959,5150
"Census Tract 16.02","Census Tract 16.02, Marion County, Oregon","41047001602","140","00","92","41","047","19",,"001602",7546,7546,6410.567,1.17711896734657,1.177119,1.177119,0,7546,3753,3793,7546,918,632,444,278,1445,1359,876,722,429,263,142,38,7546,5130,111,156,313,93,1347,396,2780,1804,1138,666,188,478,976,500,476,7546,7526,6092,1822,1247,2325,138,94,63,180,223,1434,619,345,470,20,0,20,5443,3826,0,3826,3543,283,1617,3826,3543,283,28996,2896,2780,806,1974,7501,1634,2331,3965,3536
"Census Tract 16.03","Census Tract 16.03, Marion County, Oregon","41047001603","140","00","92","41","047","19",,"001603",5408,5408,1090.636,4.95857316713437,4.958573,4.958573,0,5408,2694,2714,5408,452,450,440,249,488,747,825,800,418,290,193,56,5408,4413,57,62,290,18,422,146,1840,1435,1183,252,80,172,405,174,231,5408,5401,4875,1452,1166,1795,119,41,36,72,194,526,299,90,137,7,0,7,3982,2754,0,2754,2475,279,1228,2754,2475,279,44915,1898,1840,1426,414,5386,386,993,1379,4007
"Census Tract 16.04","Census Tract 16.04, Marion County, Oregon","41047001604","140","00","92","41","047","19",,"001604",7086,7086,5299.051,1.33722048133042,1.33722,1.33722,0,7086,3595,3491,7086,654,545,466,266,973,1183,939,788,476,422,300,74,7086,5217,77,134,292,37,1070,259,2610,1719,1207,512,147,365,891,416,475,7086,6986,5810,1744,1288,2046,81,105,95,248,203,1176,654,224,298,100,19,81,5409,3549,9,3540,3233,307,1860,3540,3233,307,33598,2777,2610,1395,1215,7061,1134,1630,2764,4297
"Census Tract 17.01","Census Tract 17.01, Marion County, Oregon","41047001701","140","00","92","41","047","19",,"001701",5228,5228,5515.675,0.947844159895722,0.9478441,0.9478441,0,5228,2505,2723,5228,538,388,301,178,731,914,609,506,295,259,307,202,5228,3987,70,88,104,35,733,211,2150,1183,769,414,137,277,967,368,599,5228,5200,4117,1221,797,1554,76,150,34,63,222,1083,791,141,151,28,0,28,3944,2551,0,2551,2185,366,1393,2551,2185,366,30739,2276,2150,646,1504,5216,1327,999,2326,2890
"Census Tract 17.02","Census Tract 17.02, Marion County, Oregon","41047001702","140","00","92","41","047","19",,"001702",4810,4810,6190.562,0.776989314236205,0.7769893,0.7769893,0,4810,2378,2432,4810,438,404,291,216,479,788,643,545,307,249,289,161,4810,3858,42,74,231,17,415,173,1665,1161,862,299,97,202,504,206,298,4810,4660,3975,1134,792,1535,51,77,76,123,187,685,383,143,159,150,136,14,3601,2328,0,2328,2088,240,1273,2328,2088,240,37731,1765,1665,1007,658,4644,517,1186,1703,2941
"Census Tract 17.03","Census Tract 17.03, Marion County, Oregon","41047001703","140","00","92","41","047","19",,"001703",3782,3782,1294.844,2.92081469103332,2.920815,2.920815,0,3782,1808,1974,3782,270,284,334,162,244,501,530,547,377,293,195,45,3782,3258,16,42,69,7,248,142,1347,1002,823,179,48,131,345,132,213,3782,3768,3337,1012,912,1130,66,20,38,67,92,431,281,58,92,14,0,14,2862,1800,0,1800,1746,54,1062,1800,1746,54,43526,1422,1347,1114,233,3742,309,660,969,2773
"Census Tract 18.01","Census Tract 18.01, Marion County, Oregon","41047001801","140","00","92","41","047","19",,"001801",5570,5570,4377.59,1.27238967902554,1.27239,1.27239,0,5570,2746,2824,5570,501,510,377,213,487,816,700,653,513,443,281,76,5570,4302,90,119,86,42,720,211,2152,1390,980,410,126,284,762,341,421,5570,5543,4639,1422,1096,1763,66,111,25,61,95,904,621,124,159,27,0,27,4113,2526,0,2526,2385,141,1587,2526,2385,141,32056,2330,2152,1102,1050,5549,1017,1441,2458,3091
"Census Tract 18.02","Census Tract 18.02, Marion County, Oregon","41047001802","140","00","92","41","047","19",,"001802",6004,6004,1784.724,3.36410593408155,3.364106,3.364106,0,6004,2946,3058,6004,547,618,604,326,560,939,925,754,376,202,128,25,6004,4656,84,128,145,79,665,247,1905,1502,1122,380,103,277,403,197,206,6004,5995,5419,1502,1131,2222,139,88,18,88,231,576,278,132,166,9,0,9,4136,2963,0,2963,2796,167,1173,2963,2796,167,43301,1965,1905,1211,694,5906,783,1168,1951,3955
"Census Tract 18.03","Census Tract 18.03, Marion County, Oregon","41047001803","140","00","92","41","047","19",,"001803",5000,5000,831.7415,6.0114830647864,6.011483,6.011483,0,5000,3419,1581,5000,166,153,114,82,1091,1153,805,458,307,292,298,81,5000,4012,187,125,56,8,405,207,1171,658,501,157,43,114,513,189,324,5000,2534,1946,680,480,479,51,48,26,101,81,588,425,71,92,2466,2014,452,4569,1410,0,1410,1345,65,3159,1410,1345,65,34919,1225,1171,788,383,2534,121,501,622,1912
"Census Tract 20","Census Tract 20, Marion County, Oregon","41047002000","140","00","92","41","047","19",,"002000",6532,6532,2552.885,2.5586736309203,2.558674,2.558674,0,6532,3211,3321,6532,536,491,526,311,507,832,1043,994,522,351,327,92,6532,5941,45,39,197,17,144,149,2511,1806,1477,329,95,234,705,295,410,6532,6460,5574,1803,1406,1987,67,25,37,50,199,886,555,147,184,72,0,72,4905,3364,16,3348,3140,208,1541,3348,3140,208,53276,2655,2511,1739,772,6492,458,654,1112,5380
"Census Tract 21","Census Tract 21, Marion County, Oregon","41047002100","140","00","92","41","047","19",,"002100",8711,8711,5490.896,1.58644402985651,1.59144,1.586444,0.004996162,8711,4080,4631,8711,622,605,599,352,906,1210,1157,1174,731,583,492,280,8711,7705,89,125,174,88,266,264,3601,2218,1644,574,139,435,1383,521,862,8711,8567,6859,2219,1713,2289,100,21,77,138,302,1708,1120,261,327,144,98,46,6816,4561,0,4561,4232,329,2255,4561,4232,329,37500,3810,3601,1889,1712,8569,1254,1229,2483,6086
"Census Tract 22","Census Tract 22, Marion County, Oregon","41047002200","140","00","92","41","047","19",,"002200",8262,8262,3933.716,2.10030393963215,2.100304,2.100304,0,8262,4015,4247,8262,498,563,675,422,602,860,1300,1428,781,620,428,85,8262,7601,48,53,161,33,110,256,3193,2336,1904,432,94,338,857,338,519,8262,8198,7119,2318,1945,2493,83,47,37,59,137,1079,680,184,215,64,64,0,6350,4154,9,4145,3883,262,2196,4145,3883,262,53582,3328,3193,2438,755,8191,671,913,1584,6607
"Census Tract 23.01","Census Tract 23.01, Marion County, Oregon","41047002301","140","00","92","41","047","19",,"002301",3164,3164,2225.729,1.42155677941365,1.421557,1.421557,0,3164,1528,1636,3164,236,261,288,219,254,478,565,463,207,123,62,8,3164,2881,20,22,84,2,56,99,1114,888,690,198,56,142,226,124,102,3108,3101,2812,873,638,1085,23,30,26,21,116,289,126,81,82,7,0,7,2230,1757,11,1746,1625,121,473,1746,1625,121,57750,1147,1114,841,273,3088,144,329,473,2615
"Census Tract 23.02","Census Tract 23.02, Marion County, Oregon","41047002302","140","00","92","41","047","19",,"002302",10203,10203,2933.043,3.47863966937299,3.47864,3.47864,0,10203,4892,5311,10203,696,702,790,450,923,1464,1582,1596,879,596,415,110,10203,9235,75,108,257,47,220,261,4008,2868,2324,544,158,386,1140,487,653,10259,10176,8754,2912,2531,2828,113,35,18,92,225,1422,912,230,280,83,26,57,7934,5704,0,5704,5471,233,2230,5704,5471,233,51438,4195,4008,2763,1245,10204,460,1206,1666,8538
"Census Tract 24","Census Tract 24, Marion County, Oregon","41047002400","140","00","92","41","047","19",,"002400",2883,2883,236.6173,12.1842325138186,12.68587,12.18423,0.5016363,2883,1446,1437,2883,120,176,239,172,163,235,361,620,375,265,125,32,2883,2711,16,27,53,3,28,45,1095,875,791,84,24,60,220,108,112,2883,2883,2607,877,812,794,9,5,11,53,46,276,164,51,61,0,0,0,2303,1459,0,1459,1406,53,844,1459,1406,53,80332,1149,1095,963,132,2855,75,180,255,2600
"Census Tract 25","Census Tract 25, Marion County, Oregon","41047002500","140","00","92","41","047","19",,"002500",11794,11794,243.9156,48.3527985457848,49.01028,48.3528,0.6574818,11794,5745,6049,11794,883,960,875,482,861,1728,1749,1541,1084,832,587,212,11794,10285,59,106,194,16,772,362,4298,3183,2666,517,153,364,1115,491,624,11794,11650,10207,3152,2569,3632,270,123,41,253,167,1443,856,258,329,144,141,3,8932,5852,14,5838,5546,292,3080,5838,5546,292,47892,4552,4298,3165,1133,11626,511,2076,2587,9039
"Census Tract 26","Census Tract 26, Marion County, Oregon","41047002600","140","00","92","41","047","19",,"002600",2077,2077,57.08347,36.3853114377364,36.40121,36.38531,0.01590123,2077,1048,1029,2077,134,170,186,134,157,188,308,299,223,141,110,27,2077,1973,1,25,9,0,39,30,680,560,497,63,22,41,120,60,60,2077,2077,1924,561,510,740,18,15,9,33,38,153,95,27,31,0,0,0,1532,929,0,929,889,40,603,929,889,40,52038,705,680,538,142,2068,133,189,322,1746
"Census Tract 27","Census Tract 27, Marion County, Oregon","41047002700","140","00","92","41","047","19",,"002700",7540,7540,190.3297,39.6154576777962,39.6393,39.61546,0.02384528,7540,3788,3752,7540,310,492,599,396,463,533,1123,1506,996,681,354,87,7540,7135,9,74,78,8,120,116,2787,2277,2058,219,82,137,510,229,281,7540,7537,6944,2280,2028,2156,104,39,75,78,184,593,413,88,92,3,3,0,6012,3817,0,3817,3678,139,2195,3817,3678,139,59661,2877,2787,2433,354,7501,440,582,1022,6479
"Census Tract 28","Census Tract 28, Marion County, Oregon","41047002800","140","00","92","41","047","19",,"002800",3585,3585,189.6338,18.9048567020388,19.14804,18.90486,0.2431814,3585,1793,1792,3585,189,237,269,174,276,382,536,685,393,258,148,38,3585,3329,14,32,33,8,92,77,1366,1025,883,142,59,83,341,150,191,3585,3578,3166,1023,866,1009,39,22,22,79,106,412,261,80,71,7,0,7,2832,1887,0,1887,1798,89,945,1887,1798,89,50156,1442,1366,1010,356,3566,269,545,814,2752
"Census Tract 101","Census Tract 101, Marion County, Oregon","41047010100","140","00","92","41","047","19",,"010100",1811,1811,36.89465,49.0857007831696,50.78517,49.0857,1.699466,1811,1058,753,1811,114,156,141,108,207,258,278,223,149,102,57,18,1811,1277,4,28,4,0,418,80,549,400,328,72,42,30,149,99,50,1811,1687,1509,405,317,608,40,14,3,102,20,178,114,24,40,124,0,124,1341,946,0,946,916,30,395,946,916,30,44659,589,549,339,210,1808,190,486,676,1132
"Census Tract 102","Census Tract 102, Marion County, Oregon","41047010200","140","00","92","41","047","19",,"010200",8527,8527,192.96,44.1905120795926,44.44761,44.19051,0.2570916,8527,4435,4092,8527,577,685,731,433,656,1095,1374,1220,823,548,305,80,8527,7074,18,125,46,7,1066,191,2972,2253,1855,398,147,251,719,377,342,8527,8496,7552,2238,1859,2728,177,120,59,228,143,944,564,163,217,31,0,31,6363,4402,0,4402,4161,241,1961,4402,4161,241,43452,3188,2972,2389,583,8478,751,1561,2312,6166
"Census Tract 103.01","Census Tract 103.01, Marion County, Oregon","41047010301","140","00","92","41","047","19",,"010301",11511,11511,2474.268,4.65228487545116,4.652285,4.652285,0,11511,5620,5891,11511,912,803,713,416,1053,1503,1129,960,881,1267,1312,562,11511,7843,22,90,61,9,3112,374,4275,2844,2427,417,156,261,1431,416,1015,11511,11395,9613,2853,2429,3187,161,194,96,415,278,1782,1239,200,343,116,60,56,8925,4664,8,4656,4257,399,4261,4656,4257,399,33935,4668,4275,3082,1193,11413,1647,3239,4886,6527
"Census Tract 103.03","Census Tract 103.03, Marion County, Oregon","41047010303","140","00","92","41","047","19",,"010303",4533,4533,119.4218,37.9579025076564,37.98697,37.9579,0.02907118,4533,2426,2107,4533,414,461,438,253,527,722,664,470,275,166,125,18,4533,2652,17,51,12,3,1540,258,1181,991,793,198,86,112,190,112,78,4533,4492,4245,1004,863,1717,88,135,55,204,179,247,138,46,63,41,0,41,3154,2023,0,2023,1862,161,1131,2023,1862,161,42254,1245,1181,905,276,4486,839,1073,1912,2574
"Census Tract 103.04","Census Tract 103.04, Marion County, Oregon","41047010304","140","00","92","41","047","19",,"010304",5582,5582,4335.019,1.28765307020728,1.287653,1.287653,0,5582,2998,2584,5582,609,602,516,298,749,997,707,465,318,189,102,30,5582,2452,18,76,23,3,2767,243,1365,1140,857,283,97,186,225,123,102,5582,5572,5243,1137,878,2173,49,192,65,266,483,329,170,56,103,10,0,10,3732,2423,0,2423,2124,299,1309,2423,2124,299,32982,1494,1365,807,558,5542,1118,2545,3663,1879
"Census Tract 103.05","Census Tract 103.05, Marion County, Oregon","41047010305","140","00","92","41","047","19",,"010305",4358,4358,596.8877,7.3012060287538,7.327355,7.301206,0.02614877,4358,2459,1899,4358,371,401,371,421,701,634,492,406,217,155,121,68,4358,2459,57,81,45,3,1451,262,1059,842,630,212,72,140,217,109,108,4358,3918,3587,838,670,1358,49,123,107,204,238,331,159,64,108,440,440,0,3103,1769,0,1769,1641,128,1334,1769,1641,128,35197,1103,1059,625,434,3907,797,1257,2054,1853
